,LN_ID,TARGET,contract_type_ord,gender_ord,num_of_children_ord,INCOME,APPROVED_CREDIT,ANNUITY,PRICE,income_type_ord,education_ord,family_status_ord,housing_type_ord,DAYS_AGE,DAYS_WORK,DAYS_REGISTRATION,DAYS_ID_CHANGE,weekdays_apply_ord,HOUR_APPLY,organization_type_ord,EXT_SCORE_1,EXT_SCORE_2,EXT_SCORE_3,SK_ID_PREV,INST_NUMBER,INST_DAYS,PAY_DAYS,AMT_INST,AMT_PAY,contract_type_prevapp_ord,ANNUITY_PREV_APP,APPLICATION,APPROVED_CREDIT_PREV_APP,AMT_DOWN_PAYMENT,PRICE_PREV_APP,weekdays_apply_prevapp_ord,hour_apply_prevapp_ord,DAYS_DECISION,term_payment_ord,yield_group_ord,FIRST_DRAW,FIRST_DUE,TERMINATION,NFLAG_INSURED_ON_APPROVAL
50140,105671,0,1,1,2.0,247500.0,356580.0,40329.0,315000.0,1.0,2,1,1,-12235,-2451,-2996,-4537,6,10,33,0.26604153197757074,0.7688148352534435,0.4632753280912678,2399089.0,2.0,-855.0,-866.0,80640,80640,3.0,80640.0,562500.0,450000.0,112500.0,562500.0,6.0,2,-917.0,2,3.0,365243.0,-885.0,-727.0,0.0
50147,119572,0,1,2,1.0,220500.0,358443.0,16839.0,252000.0,1.0,1,5,1,-19396,-969,-715,-2930,3,16,12,0.6070678572808279,0.6376238709800133,0.470456116119975,2238980.0,2.0,-82.0,-98.0,5382.9,5382.9,3.0,5382.9,29066.85,29066.85,0.0,29066.85,4.0,2,-146.0,2,1.0,365243.0,-112.0,365243.0,0.0
50148,224755,1,1,2,1.0,80100.0,666000.0,20191.5,666000.0,3.0,1,3,1,-23678,365243,-13026,-4042,1,7,6,0.7583668998598954,0.060466013724056876,0.0005272652387098817,1562043.0,1.0,-122.0,-145.0,11775.15,11775.15,3.0,11775.15,175486.5,175486.5,0.0,175486.5,3.0,8,-159.0,3,3.0,365243.0,-122.0,365243.0,0.0
50150,224717,0,1,1,1.0,112500.0,974610.0,49891.5,787500.0,1.0,1,1,1,-15745,-1467,-2412,-4768,6,10,23,0.6683374479703118,0.6391484001851713,0.7062051096536562,2105801.0,3.0,-79.0,-90.0,25404255,25404255,3.0,3074.85,34032105.0,30465.0,6802605.0,34032105.0,6.0,12,-175.0,5,1.0,365243.0,-139.0,-76.0,0.0
50152,299829,0,1,1,3.0,225000.0,792000.0,25677.0,792000.0,1.0,1,1,1,-13565,-1609,-356,-4391,3,13,3,0.6529390379749803,0.4513532811320951,0.7675231046555077,2485630.0,13.0,-1927.0,-1897.0,35775,35775,1.0,35775.0,450000.0,450000.0,0.0,450000.0,3.0,2,-2317.0,3,1.0,365243.0,-2287.0,-1774.0,0.0
50157,160007,0,1,1,1.0,135000.0,538389.0,43294.5,477000.0,1.0,1,2,4,-11418,-1344,-5232,-3759,1,8,4,0.06508959393656381,0.462612630479063,0.8128226070575616,1899590.0,1.0,-713.0,-725.0,18355.32,18355.32,3.0,18355.32,196650.0,196650.0,0.0,196650.0,5.0,12,-745.0,5,3.0,365243.0,-713.0,-379.0,0.0
50158,268125,0,1,2,2.0,112500.0,1303812.0,35982.0,1138500.0,2.0,1,1,1,-14328,-6654,-3811,-1113,1,15,33,0.5875632708055896,0.2653117484731741,0.5424451438613613,2242353.0,5.0,-726.0,-749.0,4277.79,4277.79,3.0,4277.79,65250.0,65250.0,0.0,65250.0,6.0,8,-877.0,3,3.0,365243.0,-846.0,-603.0,0.0
50165,195360,0,1,1,1.0,121500.0,385164.0,20295.0,292500.0,1.0,1,1,1,-10020,-703,-9934,-2692,2,13,8,0.2045578851257388,0.5802076532308688,0.12610055883623253,1294878.0,3.0,-2764.0,-2764.0,8534.61,8534.61,3.0,8534.61,43263.0,29956.5,14265.0,43263.0,3.0,3,-2855.0,1,3.0,365243.0,-2824.0,-2564.0,1.0
50170,168178,0,1,2,3.0,157500.0,256500.0,15628.5,256500.0,1.0,1,1,1,-11598,-547,-415,-1011,5,13,3,0.4375284550402472,0.6786638806943144,0.4418358231994413,2024367.0,4.0,-487.0,-507.0,10652.4,10652.4,3.0,10652.4,125316.0,112783.5,12532.5,125316.0,6.0,1,-608.0,5,3.0,365243.0,-577.0,-243.0,0.0
50172,284221,0,2,2,1.0,157500.0,270000.0,13500.0,270000.0,2.0,2,1,1,-10744,-692,-5029,-1658,2,19,3,0.3996222314532187,0.4131691141701104,0.5298898341969072,1886859.0,1.0,-496.0,-509.0,10065645,10065645,3.0,10065645.0,84100.5,82350.0,8410.5,84100.5,6.0,2,-528.0,8,1.0,365243.0,-496.0,-401.0,0.0
50175,216727,0,1,1,2.0,157500.0,388512.0,31279.5,360000.0,1.0,2,1,1,-9462,-911,-2844,-2048,7,16,3,0.15636648863048333,0.08628911439411946,0.17352743046491467,2145869.0,5.0,-336.0,-348.0,6564.06,6564.06,3.0,6564.06,59733.0,59733.0,0.0,59733.0,7.0,3,-497.0,8,3.0,365243.0,-456.0,-182.0,0.0
50180,134726,0,1,2,2.0,225000.0,1272888.0,37345.5,1111500.0,1.0,1,1,1,-13233,-5247,-5300,-2512,3,14,24,0.5503515876337143,0.5245285395198627,0.4294236843421945,1932334.0,4.0,-1624.0,-1630.0,6050.25,6050.25,3.0,6050.25,49500.0,55480.5,4950.0,49500.0,7.0,1,-1746.0,5,1.0,365243.0,-1714.0,-1438.0,0.0
50181,120637,0,1,1,1.0,225000.0,755190.0,36328.5,675000.0,4.0,2,1,1,-13863,-1514,-2777,-1276,5,20,21,0.2768172484476347,0.6404989501314414,0.7801436381572275,1915136.0,1.0,-347.0,-366.0,127500705,139500,3.0,11999295.0,266355.0,266355.0,0.0,266355.0,6.0,9,-379.0,4,4.0,365243.0,-347.0,-308.0,0.0
50182,262421,0,1,2,3.0,117000.0,854896.5,43780.5,702000.0,1.0,1,1,1,-10851,-811,-1658,-2060,4,9,4,0.5372892303188229,0.5353899574568186,0.475849908720221,2737043.0,1.0,-567.0,-582.0,6550.47,6550.47,3.0,6550.47,29565.0,34717.5,0.0,29565.0,1.0,9,-598.0,2,1.0,365243.0,-567.0,-500.0,0.0
50183,161450,0,1,2,1.0,90000.0,291384.0,19264.5,270000.0,1.0,1,2,1,-19276,-1728,-2740,-2839,6,20,4,0.3969762943578256,0.6796407140669424,0.4650692149562261,2492454.0,4.0,-2411.0,-2411.0,4860,4860,2.0,1890.0,26892.0,27000.0,2691.0,26892.0,6.0,12,-2479.0,14,5.0,-2479.0,-2428.0,365243.0,0.0
50188,203981,1,1,1,1.0,90000.0,364896.0,18630.0,315000.0,2.0,2,2,2,-10379,-1423,-2787,-3052,3,15,14,0.05928270863521614,0.6788069298803638,0.4740512892789932,1868614.0,10.0,-2292.0,-2304.0,12546.63,12546.63,3.0,3234.24,33705.0,29349.0,7200.0,33705.0,3.0,1,-2689.0,25,3.0,365243.0,-2562.0,-2286.0,1.0
50189,197197,0,2,2,1.0,90000.0,270000.0,13500.0,270000.0,1.0,1,1,1,-11384,-2189,-8961,-2332,6,10,44,0.2603318598396708,0.688904666238914,0.7421816117614419,1153469.0,12.0,-13.0,-18.0,9313695,9313695,3.0,9315855.0,90274.5,99805.5,0.0,90274.5,3.0,1,-381.0,5,3.0,365243.0,-343.0,-6.0,0.0
50192,150756,0,1,2,1.0,76500.0,113760.0,7533.0,90000.0,2.0,1,1,1,-17759,-745,-2843,-1303,6,11,3,0.5742518053315577,0.4177521337105792,0.5136937663039473,2628950.0,8.0,-227.0,-273.0,3634.92,3634.92,3.0,3634.92,28161.0,35154.0,0.0,28161.0,7.0,5,-468.0,5,1.0,365243.0,-437.0,-160.0,0.0
50194,292873,0,1,2,3.0,135000.0,1078200.0,38331.0,900000.0,1.0,1,1,1,-10183,-1032,-4443,-670,6,12,3,0.09973207828062404,0.4379138849927516,0.29859498978739724,2225084.0,5.0,-554.0,-611.0,5978205,5978205,3.0,5978205.0,37651.5,32818.5,7533.0,37651.5,4.0,12,-709.0,2,1.0,365243.0,-674.0,-510.0,0.0
50202,238181,0,1,1,1.0,135000.0,517788.0,25312.5,427500.0,1.0,3,1,1,-10524,-1313,-1,-3167,6,13,12,0.2699222294326252,0.4577508289447543,0.6313545365850379,2671665.0,8.0,-2382.0,-2409.0,4498605,4498605,3.0,4498605.0,44955.0,40455.0,4500.0,44955.0,7.0,4,-2638.0,5,2.0,365243.0,-2592.0,-2253.0,0.0
50203,268860,0,1,2,2.0,112500.0,760225.5,32337.0,679500.0,1.0,1,1,1,-16418,-1940,-1,-3778,3,11,15,0.4714227087410574,0.694699936021273,0.6279908192952864,1710048.0,4.0,-206.0,-224.0,9134055,9134055,3.0,9134055.0,55197.0,49261.5,11043.0,55197.0,4.0,8,-328.0,2,1.0,365243.0,-296.0,-143.0,0.0
50205,259133,0,1,1,1.0,202500.0,675000.0,53460.0,675000.0,1.0,2,3,1,-18155,-4197,-7882,-1597,5,18,49,0.4973156337520883,0.14210139202886835,0.33928769990891394,1848685.0,4.0,-1308.0,-1324.0,5749065,5749065,3.0,5749065.0,51048.0,37723.5,15660.0,51048.0,5.0,5,-1435.0,0,2.0,365243.0,-1398.0,-1181.0,0.0
50210,261091,0,1,2,2.0,225000.0,545040.0,26640.0,450000.0,1.0,1,1,1,-10740,-2230,-4432,-1553,3,14,20,0.6343050629002336,0.6445221658869754,0.08118594316672112,1532705.0,6.0,-559.0,-555.0,22275,21600,3.0,22275.0,202500.0,202500.0,0.0,202500.0,7.0,5,-745.0,8,3.0,365243.0,-709.0,-430.0,0.0
50213,131433,0,1,2,3.0,238500.0,900000.0,29875.5,900000.0,2.0,2,1,1,-12899,-189,-4757,-1105,7,14,20,0.6743172847539957,0.39500474157700494,0.7238369900414456,1521719.0,13.0,-440.0,-440.0,7740045,7740045,3.0,7740045.0,171810.0,171810.0,0.0,171810.0,7.0,13,-833.0,4,4.0,365243.0,-800.0,-105.0,0.0
50219,268348,0,1,2,1.0,315000.0,1886850.0,52015.5,1575000.0,2.0,2,2,1,-18111,-612,-842,-1188,4,18,3,0.7626397802978765,0.6937901423775239,0.19519840600440985,1252343.0,8.0,-224.0,-230.0,13897.8,13897.8,3.0,13897.8,138591.0,137902.5,13860.0,138591.0,1.0,13,-465.0,5,1.0,365243.0,-434.0,-102.0,0.0
50221,289196,0,2,2,2.0,225000.0,270000.0,13500.0,270000.0,4.0,2,4,1,-11460,-3052,-1368,-1340,6,5,21,0.5019342431244707,0.6029485086812248,0.6785676886853644,2152609.0,12.0,-226.0,-226.0,53542125,53542125,3.0,53542125.0,836662.5,891328.5,0.0,836662.5,6.0,0,-588.0,3,4.0,365243.0,-556.0,-41.0,0.0
50227,101153,0,1,2,1.0,225000.0,1113840.0,57001.5,900000.0,2.0,1,2,1,-14075,-901,-8049,-4181,4,15,24,0.4530205788715864,0.4516944581343237,0.38079968264891495,2022669.0,3.0,-436.0,-436.0,23622.57,23622.57,3.0,12175.02,60660.0,41850.0,18810.0,60660.0,7.0,12,-536.0,1,2.0,365243.0,-496.0,-431.0,0.0
50228,191501,0,1,1,1.0,202500.0,315000.0,24885.0,315000.0,4.0,3,1,1,-11921,-776,-4457,-1393,1,14,16,0.2999549790602704,0.7129833083971207,0.3425288720742255,1730351.0,3.0,-387.0,-397.0,10643805,10643805,3.0,10643805.0,57771.0,54738.0,5778.0,57771.0,6.0,3,-478.0,2,2.0,365243.0,-447.0,-295.0,0.0
50234,299824,0,1,2,1.0,225000.0,1078200.0,31653.0,900000.0,1.0,1,1,1,-17580,-612,-1145,-1132,2,11,8,0.6843700285655053,0.5867709137294618,0.4382813743111921,2030090.0,9.0,-1972.0,-1973.0,4059.9,4059.9,3.0,4059.9,35986.5,35059.5,3600.0,35986.5,6.0,12,-2243.0,8,1.0,365243.0,-2212.0,-1941.0,1.0
50236,255908,0,1,2,1.0,72000.0,158301.0,15786.0,148500.0,3.0,1,1,1,-24148,365243,-10143,-3638,3,9,6,0.8609502266835247,0.6593619744058542,0.6848276586890367,2360646.0,8.0,-1480.0,-1504.0,9475155,9475155,3.0,9461.25,87750.0,65250.0,22500.0,87750.0,1.0,5,-1724.0,0,1.0,365243.0,-1690.0,-1473.0,0.0
50237,264141,0,1,1,1.0,225000.0,778500.0,22891.5,778500.0,1.0,2,3,1,-13273,-593,-6749,-4500,3,17,4,0.7725121823756301,0.6749520769097084,0.5280927512030451,1635560.0,9.0,-431.0,-455.0,35437.23,35437.23,3.0,4635855.0,76907.25,61524.0,15383.25,76907.25,1.0,1,-716.0,3,1.0,365243.0,-671.0,-423.0,0.0
50241,211190,0,1,2,1.0,202500.0,238981.5,11623.5,162000.0,3.0,1,1,1,-22392,365243,-9913,-5258,5,13,6,0.7305505391451718,0.6794121328339936,0.4471785780453068,1031806.0,4.0,-1989.0,-2011.0,3313935,3313935,3.0,3313935.0,29650.5,27639.0,4500.0,29650.5,7.0,9,-2119.0,5,2.0,365243.0,-2079.0,-1741.0,0.0
50242,248323,0,1,2,1.0,270000.0,1546020.0,45333.0,1350000.0,1.0,1,1,1,-10235,-3366,-1009,-1519,3,15,1,0.4062251346221865,0.6052601198903317,0.3425288720742255,1542364.0,19.0,-145.0,-149.0,5636205,5636205,3.0,5636205.0,102748.5,124447.5,0.0,102748.5,1.0,5,-716.0,4,4.0,365243.0,-685.0,-17.0,0.0
50244,145104,0,1,2,2.0,180000.0,1828170.0,63675.0,1669500.0,2.0,2,2,1,-13857,-1273,-4534,-4556,1,10,4,0.6136288331850286,0.5316075381117786,0.5814837058057234,1744309.0,2.0,-558.0,-569.0,7485975,7485975,3.0,7485975.0,64341.0,71136.0,0.0,64341.0,4.0,4,-620.0,5,1.0,365243.0,-588.0,-337.0,0.0
50245,272191,0,1,2,4.0,675000.0,1006920.0,37444.5,900000.0,2.0,2,1,2,-10683,-1640,-2913,-2558,1,12,7,0.38962154344936734,0.697106310160235,0.633031641417419,1064816.0,5.0,-1246.0,-1260.0,9965.43,9965.43,3.0,9965.43,101245.5,76716.0,30375.0,101245.5,6.0,0,-1398.0,8,2.0,365243.0,-1366.0,-1089.0,0.0
50246,232622,0,1,2,1.0,292500.0,942300.0,27679.5,675000.0,3.0,1,1,1,-20063,365243,-90,-3041,4,8,6,0.7101017149192062,0.07548775933777603,0.8095082892315094,1079518.0,7.0,-2441.0,-2450.0,16782.3,16782.3,3.0,16782.3,155052.9,151056.0,15507.9,155052.9,5.0,0,-2652.0,8,3.0,365243.0,-2621.0,-2349.0,1.0
50247,171106,1,1,2,1.0,112500.0,227520.0,18103.5,180000.0,1.0,1,2,2,-10804,-429,-5125,-3181,3,14,7,0.2506080160403702,0.2290763566250989,0.1419915427739129,1413498.0,101.0,-2645.0,-2630.0,1350,1350,3.0,2784.33,26514.0,23859.0,2655.0,26514.0,2.0,3,-2843.0,5,3.0,365243.0,-2812.0,-2474.0,0.0
50248,239510,0,1,2,1.0,315000.0,1971072.0,68643.0,1800000.0,1.0,2,1,1,-18813,-4138,-2680,-2352,2,15,29,0.6808001383155683,0.5230558209908184,0.39277386060313396,1041761.0,2.0,-894.0,-922.0,12769695,12769695,3.0,12769695.0,242955.0,218659.5,24295.5,242955.0,6.0,2,-955.0,4,1.0,365243.0,-924.0,-709.0,0.0
50249,230138,0,1,2,2.0,135000.0,1327500.0,38943.0,1327500.0,1.0,2,1,1,-11844,-972,-3144,-3276,3,10,4,0.2077243528872399,0.7815148047487768,0.6642482627052363,1873709.0,10.0,-2137.0,-2142.0,4076.73,4076.73,3.0,4076.73,35320.5,34933.5,3532.5,35320.5,4.0,1,-2449.0,5,3.0,365243.0,-2407.0,-1333.0,1.0
50252,258368,0,1,2,2.0,45000.0,135000.0,10822.5,135000.0,1.0,2,1,1,-10694,-1296,-694,-2215,6,12,2,0.5632448525751885,0.7040145275677042,0.35233997269170386,2247498.0,5.0,-782.0,-786.0,11268135,11268135,3.0,11268135.0,95841.0,105961.5,0.0,95841.0,4.0,1,-933.0,5,1.0,365243.0,-902.0,-566.0,0.0
50254,133278,0,1,1,3.0,270000.0,1494436.5,59265.0,1395000.0,2.0,2,1,1,-17280,-565,-4615,-824,4,8,1,0.6676120755894618,0.7310136568762547,0.6006575372857061,2319642.0,4.0,-350.0,-364.0,39592.89,39592.89,3.0,13853.25,87750.0,70200.0,17550.0,87750.0,5.0,2,-475.0,2,2.0,365243.0,-440.0,-340.0,0.0
50256,173814,0,1,2,2.0,117000.0,396000.0,19390.5,396000.0,1.0,2,1,1,-9594,-890,-352,-2116,5,16,9,0.2858907488469646,0.2824371866569824,0.38079968264891495,2054068.0,1.0,-220.0,-246.0,3373695,3373695,3.0,3373695.0,33426.0,33426.0,0.0,33426.0,7.0,2,-272.0,5,1.0,365243.0,-220.0,-6.0,0.0
50257,278376,0,1,2,1.0,112500.0,189000.0,13572.0,189000.0,1.0,3,3,1,-10251,-2287,-287,-2924,3,11,2,0.06405750817173984,0.5151569397261223,0.7992967832109371,1597846.0,3.0,-1646.0,-1664.0,10981.08,10981.08,3.0,10981.08,134374.5,138825.0,13500.0,134374.5,7.0,15,-1739.0,3,1.0,365243.0,-1706.0,-1179.0,0.0
50258,188490,0,1,2,1.0,135000.0,545040.0,26640.0,450000.0,1.0,1,1,1,-12142,-668,-983,-1915,5,8,50,0.3954875499525374,0.6779194847386771,0.3092753558842053,2343394.0,2.0,-270.0,-291.0,6182325,6182325,3.0,6182325.0,45990.0,50845.5,0.0,45990.0,2.0,18,-332.0,5,2.0,365243.0,-300.0,-117.0,0.0
50264,199329,0,1,1,1.0,112500.0,855000.0,25128.0,855000.0,1.0,1,2,1,-18306,-1233,-13332,-1846,2,9,3,0.7351022076374978,0.6205737952990904,0.7380196196295241,2715737.0,3.0,-984.0,-1005.0,15208425,15208425,3.0,15208425.0,71347.5,57078.0,14269.5,71347.5,6.0,14,-1088.0,1,1.0,365243.0,-1044.0,-947.0,0.0
50268,103488,0,1,2,3.0,135000.0,995643.0,32904.0,859500.0,1.0,1,1,1,-12726,-3044,-5244,-5208,3,9,1,0.4109199970217792,0.5920417854292822,0.5709165417729987,2541569.0,6.0,-2304.0,-2304.0,4310775,4310775,3.0,4310775.0,29853.0,32314.5,0.0,29853.0,3.0,12,-2485.0,8,2.0,365243.0,-2454.0,-2180.0,1.0
50281,245793,0,1,1,2.0,135000.0,187659.0,22401.0,162000.0,1.0,1,1,1,-16727,-1073,-10709,-266,4,9,4,0.3590460172061508,0.6354534694210566,0.4632753280912678,1042097.0,1.0,-544.0,-559.0,25748.91,25748.91,3.0,25748.91,112500.0,93168.0,22500.0,112500.0,6.0,6,-579.0,1,1.0,365243.0,-544.0,-452.0,0.0
50286,109200,0,1,2,4.0,121500.0,381528.0,21433.5,315000.0,1.0,2,3,1,-15285,-8164,-9254,-4599,1,8,1,0.5317535403214312,0.670658129234578,0.5406544504453575,1004560.0,8.0,-219.0,-264.0,6313.86,6313.86,3.0,6313.86,140152.5,140152.5,0.0,140152.5,2.0,8,-468.0,4,4.0,365243.0,-429.0,-36.0,0.0
50287,247216,0,1,1,1.0,180000.0,1762110.0,48586.5,1575000.0,2.0,1,1,1,-13151,-849,-3282,-4111,5,15,3,0.2303471183862417,0.726109749774427,0.2225807646753351,1104106.0,7.0,-420.0,-458.0,14413455,202.77,3.0,14413455.0,130405.5,129757.5,13041.0,130405.5,4.0,3,-631.0,5,2.0,365243.0,-600.0,-264.0,0.0
50291,189998,0,1,2,1.0,405000.0,1180669.5,42408.0,954000.0,1.0,2,1,1,-15668,-5690,-442,-4166,2,17,7,0.5839556241122877,0.6506107185732342,0.2735646775174348,1365403.0,2.0,-994.0,-1012.0,2611845,2611845,3.0,2611845.0,19260.0,21789.0,2115.0,19260.0,5.0,13,-1075.0,5,2.0,365243.0,-1024.0,-926.0,0.0
50293,117970,0,1,2,1.0,112500.0,490536.0,22995.0,405000.0,1.0,1,5,1,-19976,-874,-275,-975,6,14,3,0.6452966974320247,0.5021066258725932,0.4206109640437848,1570458.0,1.0,-118.0,-137.0,2872125,2872125,3.0,2872125.0,20790.0,20790.0,0.0,20790.0,1.0,6,-152.0,8,2.0,365243.0,-118.0,365243.0,0.0
50297,114126,0,1,2,1.0,90000.0,101880.0,10053.0,90000.0,3.0,1,3,1,-23694,365243,-6839,-4385,5,11,6,0.9054112945548194,0.6582510934387259,0.6940926425266661,1852746.0,1.0,-435.0,-452.0,7885665,7885665,3.0,7885665.0,69570.0,76918.5,0.0,69570.0,6.0,4,-475.0,5,1.0,365243.0,-435.0,-278.0,0.0
50301,225389,0,1,1,1.0,198000.0,1256400.0,36733.5,900000.0,1.0,1,1,1,-14146,-3423,-6716,-4453,3,7,34,0.514034066852216,0.4616885840862025,0.5298898341969072,1305022.0,7.0,-1533.0,-1554.0,7757055,7757055,3.0,7757055.0,50035.5,48001.5,5004.0,50035.5,5.0,9,-1757.0,0,2.0,365243.0,-1713.0,-1489.0,0.0
50304,164525,0,2,2,2.0,198000.0,180000.0,9000.0,180000.0,2.0,2,2,1,-9293,-888,-270,-521,6,19,3,0.3547206051485267,0.4467114588526002,0.08730427071350706,2717477.0,6.0,-161.0,-176.0,5794.83,5794.83,3.0,5794.83,69615.0,62653.5,6961.5,69615.0,7.0,6,-342.0,5,4.0,365243.0,-311.0,-97.0,0.0
50310,173321,0,2,2,3.0,153000.0,135000.0,6750.0,135000.0,2.0,2,1,1,-13188,-5590,-3127,-1098,3,14,12,0.767334108034842,0.6299703339812627,0.470456116119975,2260450.0,7.0,-94.0,-114.0,9149085,9149085,3.0,9149085.0,87979.5,100755.0,0.0,87979.5,6.0,8,-305.0,5,4.0,365243.0,-274.0,365243.0,0.0
50312,132351,0,1,2,2.0,112500.0,276277.5,14103.0,238500.0,1.0,1,2,1,-9969,-2460,-3404,-2645,3,12,8,0.2527456024004453,0.5307634658842417,0.34741822720026416,1624325.0,1.0,-883.0,-887.0,210674.7,210674.7,3.0,19319715.0,170739.0,206982.0,0.0,170739.0,6.0,3,-914.0,5,3.0,365243.0,-883.0,-855.0,0.0
50315,242739,0,1,1,2.0,180000.0,345510.0,17770.5,247500.0,1.0,1,3,1,-13474,-170,-10,-4254,1,15,39,0.16341254182868392,0.3731429058973288,0.6430255641096323,1797532.0,7.0,-778.0,-802.0,50054.58,50054.58,3.0,13087.26,114525.0,112144.5,11452.5,114525.0,6.0,12,-989.0,8,1.0,365243.0,-958.0,-771.0,0.0
50317,279019,0,1,1,3.0,180000.0,1078200.0,34911.0,900000.0,1.0,1,1,1,-12398,-4738,-589,-602,5,10,1,0.29041999421636305,0.4960220674738903,0.7981372313187245,2693486.0,9.0,-227.0,-252.0,9515.34,9515.34,3.0,9515.34,92205.0,101943.0,0.0,92205.0,7.0,4,-544.0,5,3.0,365243.0,-467.0,-131.0,0.0
50327,249464,0,1,2,1.0,180000.0,485640.0,35167.5,450000.0,2.0,3,1,1,-16216,-1115,-4726,-4095,6,17,13,0.6360195630983188,0.5857737363451322,0.3077366963789207,2491344.0,3.0,-1573.0,-1626.0,7702605,7702605,3.0,7702605.0,71955.0,64242.0,13500.0,71955.0,1.0,1,-1664.0,5,2.0,365243.0,-1633.0,-1539.0,0.0
50330,211119,0,1,2,1.0,337500.0,1762110.0,46611.0,1575000.0,1.0,2,2,1,-16965,-2930,-1678,-504,2,14,3,0.8048486622156434,0.6160374647052862,0.5406544504453575,1271672.0,1.0,-437.0,-449.0,17343135,17343135,3.0,17343135.0,187969.5,169168.5,18801.0,187969.5,3.0,2,-468.0,5,1.0,365243.0,-437.0,-282.0,0.0
50339,204462,1,2,2,1.0,112500.0,315000.0,15750.0,315000.0,4.0,1,1,1,-17019,-2921,-270,-568,5,8,1,0.5352162737472401,0.5368854992469603,0.4170996682522097,1360530.0,2.0,-1287.0,-1297.0,3897765,3897765,3.0,3897765.0,20466.0,19116.0,2250.0,20466.0,1.0,7,-1348.0,2,2.0,365243.0,-1317.0,-1188.0,0.0
50347,133023,1,1,2,1.0,112500.0,277969.5,17892.0,229500.0,1.0,1,1,1,-20484,-5312,-8659,-3759,1,9,3,0.7720971497613721,0.022272429616407702,0.10411991642915908,1039462.0,1.0,-361.0,-391.0,10924605,10924605,3.0,10924605.0,42030.0,39325.5,4203.0,42030.0,2.0,3,-412.0,1,2.0,365243.0,-361.0,-295.0,0.0
50361,277860,0,1,2,1.0,112500.0,669600.0,26685.0,598500.0,3.0,1,1,1,-20357,365243,-13852,-3875,7,10,6,0.7013603922953424,0.4477115608872648,0.7981372313187245,1850502.0,4.0,-382.0,-390.0,6478.11,6478.11,3.0,6478.11,62775.0,69403.5,0.0,62775.0,1.0,8,-503.0,5,3.0,365243.0,-472.0,-140.0,0.0
50367,153961,0,2,2,1.0,67500.0,202500.0,10125.0,202500.0,3.0,2,1,1,-20550,365243,-7982,-3893,4,12,6,0.823004873748275,0.6498896000515049,0.4956658291397297,2133408.0,2.0,-136.0,-149.0,4905315,4905315,3.0,4905315.0,42133.5,50287.5,0.0,42133.5,2.0,3,-198.0,5,3.0,365243.0,-166.0,365243.0,0.0
50368,289713,0,2,2,1.0,67500.0,202500.0,10125.0,202500.0,1.0,1,1,1,-11524,-466,-4187,-3908,4,10,3,0.3648230256899191,0.6571631077288558,0.4365064990977374,1615113.0,12.0,-40.0,-35.0,2245.14,1453.14,3.0,2246.4,24529.5,24529.5,0.0,24529.5,2.0,0,-401.0,5,4.0,365243.0,-370.0,-32.0,0.0
50370,137626,0,2,2,2.0,112500.0,180000.0,9000.0,180000.0,1.0,1,3,1,-9566,-339,-2986,-2254,5,13,17,0.3890499017746419,0.3931876143500499,0.4578995512067301,2089389.0,13.0,-299.0,-307.0,5389785,5389785,3.0,6219.9,81900.0,94873.5,0.0,81900.0,1.0,4,-690.0,3,3.0,365243.0,-659.0,-229.0,0.0
50372,156205,0,1,2,1.0,135000.0,700830.0,22738.5,585000.0,2.0,1,1,1,-15920,-1161,-2094,-398,2,8,30,0.5712797514554456,0.4649891371331215,0.5478104658520093,1936872.0,7.0,-2256.0,-2255.0,5154975,5154975,3.0,5154975.0,47628.0,46399.5,4765.5,47628.0,6.0,0,-2467.0,8,3.0,365243.0,-2436.0,-2123.0,1.0
50375,110137,0,1,1,1.0,144000.0,753840.0,24448.5,540000.0,1.0,1,3,1,-14623,-1193,-8387,-4010,4,9,3,0.4081305412430696,0.6563645286655272,0.4794489811780563,1107455.0,10.0,-927.0,-941.0,3939615,3939615,3.0,3939615.0,39780.0,39955.5,3960.0,39780.0,1.0,15,-1235.0,6,2.0,365243.0,-1197.0,-802.0,0.0
50376,106999,0,1,1,1.0,270000.0,900000.0,48082.5,900000.0,2.0,2,1,1,-21535,-3359,-4248,-5070,2,18,1,0.3063692822838469,0.5898480874381371,0.3296550543128238,1381805.0,11.0,-1480.0,-1489.0,8248.23,8248.23,3.0,8248.23,55530.0,66757.5,2790.0,55530.0,7.0,12,-1816.0,5,2.0,365243.0,-1780.0,-1445.0,0.0
50384,197660,0,1,2,1.0,76500.0,508495.5,20164.5,454500.0,1.0,1,1,1,-19342,-5452,-5032,-2876,2,11,33,0.6492240600272803,0.4577508289447543,0.5971924268337128,1057686.0,6.0,-2612.0,-2637.0,4927.95,4927.95,3.0,4934.79,27333.0,24588.0,2745.0,27333.0,2.0,9,-2793.0,2,3.0,365243.0,-2762.0,-2606.0,0.0
50400,172069,0,1,2,1.0,180000.0,900000.0,48955.5,900000.0,1.0,2,1,1,-14254,-4463,-629,-391,1,15,3,0.4139810809011009,0.7150819182288665,0.6246146584503397,1896780.0,3.0,-1394.0,-1435.0,12734.82,12734.82,3.0,12734.82,72625.5,60498.0,14526.0,72625.5,6.0,12,-1516.0,7,3.0,365243.0,-1454.0,-1360.0,0.0
